timestamp,machine_id,vibration,acoustic,temperature,current,IMF_1,IMF_2,IMF_3,label,vibration_roll_mean,vibration_roll_std,vibration_lag1,acoustic_roll_mean,acoustic_roll_std,acoustic_lag1,temperature_roll_mean,temperature_roll_std,temperature_lag1,current_roll_mean,current_roll_std,current_lag1,IMF_1_roll_mean,IMF_1_roll_std,IMF_1_lag1,hour,machine_enc
2024-07-01 08:16:00,M01,0.783,0.631,64.99,12.56,0.164,-0.107,0.016,0,0.808,0.057823005802188215,0.882,0.5733999999999999,0.05392865657514544,0.594,65.002,1.360981263647701,62.76,12.48,0.2662705391138839,12.53,0.168,0.057727809589486395,0.223,8,0
2024-07-01 08:17:00,M01,0.793,0.576,66.74,12.36,0.168,0.018,0.017,0,0.8214,0.038656176738005324,0.783,0.5736,0.05393792728683572,0.631,65.236,1.5679062471972283,64.99,12.382,0.16813684902483267,12.56,0.1856,0.03176948221170749,0.164,8,0
2024-07-01 08:18:00,M01,0.754,0.6,65.08,12.44,0.08,-0.073,0.018,0,0.807,0.04863640611722758,0.793,0.5966,0.021442947558579183,0.576,64.97,1.4252719038836388,66.74,12.44,0.10700467279515836,12.36,0.17040000000000002,0.05735241930380965,0.168,8,0
2024-07-01 08:19:00,M01,0.917,0.63,65.19,11.82,0.243,0.124,0.019,0,0.8258000000000001,0.06989062884249866,0.754,0.6062,0.023878860944357785,0.6,64.952,1.4209398298309792,65.08,12.342,0.3021919919521354,12.44,0.1756,0.06348464381250002,0.08,8,0
2024-07-01 08:20:00,M01,0.813,0.567,66.73,11.34,0.224,-0.08,0.019,0,0.812,0.06243396511515105,0.917,0.6007999999999999,0.029676590100615945,0.63,65.746,0.9056102914610094,65.19,12.104000000000001,0.512523170207944,11.82,0.1758,0.06367260007255865,0.243,8,0
2024-07-01 08:21:00,M01,0.788,0.523,64.67,12.13,0.08,0.064,0.02,0,0.8130000000000001,0.06189103327623396,0.813,0.5791999999999999,0.03978316226747162,0.567,65.682,0.9805967570821827,66.73,12.018,0.4490211576306864,11.34,0.159,0.07720751258783046,0.224,8,0
2024-07-01 08:22:00,M01,0.741,0.687,68.52,11.4,0.088,-0.003,0.021,0,0.8026,0.06993782953452228,0.788,0.6014,0.06220369763928811,0.523,66.038,1.5927554740135388,64.67,11.826,0.4709352397092437,12.13,0.143,0.08295179322956193,0.08,8,0
2024-07-01 08:23:00,M01,0.794,0.61,65.33,11.47,0.225,0.1,0.022,0,0.8106000000000002,0.06510990708025853,0.741,0.6033999999999999,0.06230810541173578,0.687,66.08800000000001,1.558723836989765,68.52,11.632000000000001,0.33491790038754893,11.4,0.172,0.0807372280921261,0.088,8,0
2024-07-01 08:24:00,M01,0.797,0.583,68.07,11.44,0.14,0.031,0.023,0,0.7866000000000001,0.027116415692341952,0.794,0.594,0.06081940479813971,0.61,66.66399999999999,1.671938994102378,65.33,11.556000000000001,0.32454583651620733,11.47,0.1514,0.0705960338829314,0.225,8,0
2024-07-01 08:25:00,M01,0.801,0.578,65.89,11.86,0.087,-0.035,0.024,0,0.7842,0.024610973162390165,0.797,0.5962,0.05978879493684397,0.583,66.49600000000001,1.7055145851032993,68.07,11.66,0.32132538026119895,11.44,0.124,0.06135552134893811,0.14,8,0
2024-07-01 08:26:00,M01,0.788,0.557,64.91,11.45,0.167,0.075,0.025,0,0.7842,0.024610973162390165,0.801,0.603,0.05061126356849805,0.578,66.544,1.6435266958586594,65.89,11.524000000000001,0.18955210365491731,11.86,0.1414,0.05800258614923992,0.087,8,0
2024-07-01 08:27:00,M01,0.767,0.62,63.85,12.44,0.183,0.025,0.026,0,0.7894,0.013390294993012301,0.788,0.5896,0.025402755756019434,0.557,65.61,1.5649281133650048,64.91,11.732,0.4333243588814316,11.45,0.16040000000000001,0.05131081757290559,0.167,8,0
2024-07-01 08:28:00,M01,0.784,0.597,65.63,11.72,0.197,0.022,0.027,0,0.7874000000000001,0.013277801022755619,0.767,0.587,0.023377339455121465,0.62,65.67,1.5572411502397916,63.85,11.782,0.409292071753172,12.44,0.1548,0.04341888989829194,0.183,8,0
2024-07-01 08:29:00,M01,0.788,0.611,64.5,12.32,0.105,0.093,0.027,0,0.7856000000000002,0.012218837915280233,0.784,0.5926,0.02544209110902598,0.597,64.95599999999999,0.8306503476193885,65.63,11.958,0.4146323672845654,11.72,0.1478,0.04887944353202068,0.197,8,0
2024-07-01 08:30:00,M01,1.137,0.862,74.22,15.29,0.139,-0.148,0.028,1,0.8528,0.15910908207893068,0.788,0.6494,0.12126541139170711,0.611,66.622,4.296262329048365,64.5,12.644,1.5351970557553838,12.32,0.1582,0.036731457907357795,0.105,8,0
2024-07-01 08:31:00,M01,0.75,0.582,64.04,11.75,0.141,0.022,0.029,0,0.8452,0.16381605537919625,1.137,0.6544,0.11694143833560443,0.862,66.44800000000001,4.399314719362561,74.22,12.703999999999999,1.4817995815898983,15.29,0.153,0.03701351104664347,0.139,8,0
2024-07-01 08:32:00,M01,0.937,0.652,65.23,12.25,0.172,-0.038,0.03,0,0.8792000000000002,0.16114806855808078,0.75,0.6607999999999999,0.1154543199711469,0.582,66.724,4.235826955861165,64.04,12.666,1.4926587017801485,11.75,0.1508,0.035059948659403345,0.141,8,0
2024-07-01 08:33:00,M01,0.793,0.57,59.79,11.52,0.191,-0.075,0.031,0,0.881,0.159864004703998,0.937,0.6554,0.11973637709568455,0.652,65.55600000000001,5.287516430234536,65.23,12.626000000000001,1.5266401016611608,12.25,0.1496,0.03313306505592258,0.172,8,0
2024-07-01 08:34:00,M01,0.819,0.589,65.82,12.39,0.145,0.051,0.031,0,0.8872,0.15590766498155215,0.793,0.651,0.12215563842901386,0.57,65.82000000000001,5.254460010315061,59.79,12.64,1.5234500319997368,11.52,0.15760000000000002,0.022930329260610234,0.191,8,0
2024-07-01 08:35:00,M01,0.821,0.617,63.35,11.58,0.097,-0.014,0.032,0,0.8240000000000001,0.06935416353759806,0.819,0.602,0.032855745311892934,0.589,63.646,2.363626451028238,65.82,11.898,0.39745439990017556,12.39,0.1492,0.03562583332358694,0.145,8,0
2024-07-01 08:36:00,M01,0.836,0.587,64.51,11.69,0.09,-0.103,0.033,0,0.8412000000000001,0.0557422640372626,0.821,0.603,0.03216364407215038,0.617,63.739999999999995,2.392383748481906,63.35,11.886,0.40389355033227364,11.58,0.13899999999999998,0.04470458589451419,0.097,8,0
2024-07-01 08:37:00,M01,0.805,0.624,67.33,11.24,0.146,0.051,0.034,0,0.8148,0.016407315441591675,0.836,0.5974,0.022478878975606752,0.587,64.16,2.8583211855913406,64.51,11.684000000000001,0.4281705267764364,11.69,0.1338,0.04128801278821732,0.09,8,0
2024-07-01 08:38:00,M01,0.833,0.585,66.16,11.62,0.158,-0.006,0.034,0,0.8228,0.012377398757408349,0.805,0.6003999999999999,0.01856879102149557,0.624,65.434,1.5384830190808574,67.33,11.703999999999999,0.4208681503749254,11.24,0.12719999999999998,0.03128418130621283,0.146,8,0
2024-07-01 08:39:00,M01,0.863,0.63,65.49,11.11,0.095,-0.054,0.035,0,0.8316000000000001,0.021372880011825583,0.833,0.6086,0.02114946807841685,0.585,65.36800000000001,1.5248016264419963,66.16,11.447999999999999,0.2564566240127432,11.62,0.1172,0.0321512052651218,0.158,8,0
2024-07-01 08:40:00,M01,0.767,0.581,64.5,11.53,0.18,0.11,0.036,0,0.8208,0.036417028983703414,0.863,0.6014,0.023564804263986036,0.63,65.598,1.19547898350416,65.49,11.437999999999999,0.25093823941363264,11.11,0.1338,0.03966358531449214,0.095,8,0
2024-07-01 08:41:00,M01,0.769,0.606,67.0,11.32,0.141,0.116,0.037,0,0.8074,0.041410143684849715,0.767,0.6052,0.02215174936658443,0.581,66.096,1.1465731551018,64.5,11.364,0.2091171920240286,11.53,0.144,0.031248999983999444,0.18,8,0
2024-07-01 08:42:00,M01,1.193,0.943,76.18,15.6,0.316,-0.055,0.037,1,0.8850000000000001,0.177081901954999,0.769,0.669,0.15440692989629695,0.606,67.866,4.737043381688625,67.0,12.236,1.8908543042762456,11.32,0.178,0.08322559702399257,0.141,8,0
2024-07-01 08:43:00,M01,0.775,0.618,62.66,12.14,0.149,-0.088,0.038,0,0.8734000000000002,0.18313601502708277,1.193,0.6756,0.1505765586006001,0.943,67.16600000000001,5.279685596699869,76.18,12.34,1.862592279593149,15.6,0.1762,0.08386119484004506,0.316,8,0
2024-07-01 08:44:00,M01,1.215,0.983,75.69,14.69,0.173,-0.037,0.039,1,0.9438000000000002,0.23767456742360946,0.775,0.7462,0.19886352103892746,0.618,69.20599999999999,6.3352569008683375,62.66,13.056000000000001,1.957250622684789,12.14,0.1918,0.07129305716547722,0.149,8,0
2024-07-01 08:45:00,M01,0.762,0.565,66.09,11.66,0.115,0.058,0.039,0,0.9428000000000001,0.23861307591999203,1.215,0.743,0.2022856890637594,0.983,69.524,6.074523026542895,75.69,13.081999999999999,1.9326199833386783,14.69,0.1788,0.07944306137102221,0.173,8,0
2024-07-01 08:46:00,M01,0.885,0.616,64.4,11.84,0.23,0.032,0.04,0,0.9660000000000002,0.22259155419736815,0.762,0.7449999999999999,0.2006352411716345,0.565,69.00399999999999,6.444612478652216,66.09,13.186000000000002,1.825097257682448,11.66,0.19659999999999997,0.07882448858064353,0.115,8,0
2024-07-01 08:47:00,M01,0.784,0.686,65.96,11.67,0.106,0.041,0.04,0,0.8842000000000002,0.19126343090094325,0.885,0.6936,0.16739563913077293,0.616,66.96000000000001,5.074775857119201,64.4,12.4,1.2947779732448341,11.84,0.15460000000000002,0.049962986299859985,0.23,8,0
2024-07-01 08:48:00,M01,1.281,0.846,75.78,14.93,0.332,-0.002,0.041,1,0.9854,0.24527800553657447,0.784,0.7392,0.1726258960874641,0.686,69.58399999999999,5.654399172325897,65.96,12.957999999999998,1.694275656438466,11.67,0.19119999999999998,0.09317564059345126,0.106,8,0
2024-07-01 08:49:00,M01,1.028,0.84,78.03,15.07,0.122,0.085,0.042,1,0.9480000000000001,0.21374634499799022,1.281,0.7106,0.1282879573459643,0.846,70.052,6.341243568890866,75.78,13.034,1.7968110640799144,14.93,0.181,0.09831581764904365,0.332,8,0
2024-07-01 08:50:00,M01,0.735,0.666,64.08,11.89,0.134,-0.069,0.042,0,0.9426,0.21987337264889503,1.028,0.7308,0.10557082930431087,0.84,69.65,6.708293374622178,78.03,13.080000000000002,1.7553062410872906,15.07,0.18480000000000002,0.0954526060409039,0.122,8,0
2024-07-01 08:51:00,M01,0.826,0.598,62.46,11.24,0.15,0.085,0.043,0,0.9308000000000002,0.22525474467810855,0.735,0.7272000000000001,0.11064899457292844,0.666,69.262,7.130667570431244,64.08,12.959999999999999,1.8775249665450506,11.89,0.1688,0.09264556114569117,0.134,8,0
2024-07-01 08:52:00,M01,0.704,0.61,65.16,12.08,0.116,0.053,0.043,0,0.9148,0.24060694088076484,0.826,0.712,0.12232742946698405,0.598,69.102,7.231543403727853,62.46,13.041999999999998,1.8150123966518776,11.24,0.1708,0.09104504379701292,0.15,8,0
2024-07-01 08:53:00,M01,0.781,0.665,66.04,11.95,0.087,0.005,0.044,0,0.8148000000000002,0.12783465883710832,0.704,0.6758,0.09689788439382964,0.61,67.15400000000001,6.224699189519113,65.16,12.446,1.5024080670709925,12.08,0.12179999999999999,0.0233923064275414,0.116,8,0
2024-07-01 08:54:00,M01,1.159,0.905,73.43,14.24,0.23,0.156,0.044,1,0.841,0.1836804290064673,0.781,0.6888,0.12478261096803502,0.665,66.23400000000001,4.238405360510005,66.04,12.28,1.142825445989017,11.95,0.14340000000000003,0.053766160361327614,0.087,8,0
2024-07-01 08:55:00,M01,0.829,0.594,65.25,11.85,0.095,0.058,0.045,0,0.8598000000000001,0.17471033169220385,1.159,0.6744,0.13201628687400652,0.905,66.468,4.120408960285367,73.43,12.272,1.1463725397967257,14.24,0.1356,0.058123145131694275,0.23,8,0
2024-07-01 08:56:00,M01,0.852,0.548,65.54,12.2,0.239,0.017,0.045,0,0.865,0.173837567861495,0.829,0.6644,0.1408485001695083,0.594,67.08400000000002,3.5640889438957517,65.25,12.464,1.001563777300275,11.85,0.1534,0.07485519354059542,0.095,8,0
2024-07-01 08:57:00,M01,0.694,0.575,66.68,12.81,0.201,0.055,0.045,0,0.8630000000000001,0.1761944948061655,0.852,0.6574,0.1450355128925326,0.548,67.388,3.420901927854689,65.54,12.61,0.9846573007904803,12.2,0.1704,0.0738836923820135,0.239,8,0
2024-07-01 08:58:00,M01,0.799,0.678,63.18,11.75,0.13,0.131,0.046,0,0.8666,0.1742736354128182,0.694,0.6599999999999999,0.14532205613739432,0.575,66.816,3.9071895270129833,66.68,12.57,1.0215429506388825,12.81,0.179,0.06352558539675175,0.201,8,0
2024-07-01 08:59:00,M01,0.824,0.592,64.97,12.06,0.114,0.102,0.046,0,0.7996000000000001,0.06196208518118045,0.799,0.5974,0.04868059161513964,0.678,65.124,1.2661871899525396,63.18,12.134,0.4168093089171556,11.75,0.1558,0.061389738556211486,0.13,8,0
2024-07-01 09:00:00,M01,0.772,0.557,63.25,10.49,0.166,0.081,0.047,0,0.7882000000000001,0.06042516032250026,0.824,0.5900000000000001,0.0520240329078783,0.592,64.724,1.509049369636365,64.97,11.862,0.8583530742066448,12.06,0.16999999999999998,0.05117128100800291,0.114,9,0
2024-07-01 09:01:00,M01,0.801,0.594,64.33,11.97,0.199,-0.064,0.047,0,0.7780000000000001,0.05044303718056496,0.772,0.5992,0.04651558878483646,0.557,64.482,1.4409614845650496,63.25,11.816,0.8417125400040076,10.49,0.162,0.03947784188630376,0.166,9,0
2024-07-01 09:02:00,M01,0.795,0.594,65.44,12.25,0.124,-0.037,0.047,0,0.7982000000000001,0.018512158166995554,0.801,0.603,0.044788391353117414,0.594,64.23400000000001,1.0105097723426095,64.33,11.704,0.7020541289672745,11.97,0.1466,0.03525336863336608,0.199,9,0
2024-07-01 09:03:00,M01,0.752,0.626,63.81,11.99,0.11,0.085,0.048,0,0.7888000000000001,0.027671284755136624,0.795,0.5926,0.02442949037536402,0.594,64.36,0.8766413177576728,65.44,11.752,0.7140868294542326,12.25,0.1426,0.03858497116754138,0.124,9,0
2024-07-01 09:04:00,M01,0.784,0.636,63.62,11.25,0.162,-0.109,0.048,0,0.7808000000000002,0.01953714411063844,0.752,0.6013999999999999,0.031157663583779863,0.626,64.09,0.849264387573102,63.81,11.59,0.7186097689288665,11.99,0.15220000000000003,0.03554152500948714,0.11,9,0
2024-07-01 09:05:00,M01,1.099,0.922,77.48,15.59,0.265,0.047,0.048,1,0.8462,0.14257875016986182,0.784,0.6744,0.139688224271053,0.636,66.936,5.936600879291102,63.62,12.610000000000001,1.7068684776513963,11.25,0.17200000000000001,0.06250199996800103,0.162,9,0
2024-07-01 09:06:00,M01,0.782,0.579,65.46,10.69,0.148,0.016,0.048,0,0.8423999999999999,0.1443270591399959,1.099,0.6714,0.14198873194729222,0.922,67.162,5.833199807995599,77.48,12.354,1.9106752732999912,15.59,0.1618,0.06114082106089188,0.265,9,0
2024-07-01 09:07:00,M01,0.829,0.546,67.85,13.02,0.116,0.053,0.049,0,0.8492000000000001,0.14232252105692858,0.782,0.6617999999999999,0.14993065063555217,0.579,67.64399999999999,5.75437485744541,65.46,12.508,1.9311188466793017,10.69,0.1602,0.062467591597563606,0.148,9,0
2024-07-01 09:08:00,M01,0.668,0.608,61.76,11.89,0.174,0.008,0.049,0,0.8324000000000001,0.16046588422465338,0.829,0.6582,0.15121573992147774,0.546,67.234,6.15493135623785,67.85,12.488,1.9383291774102758,13.02,0.173,0.055812185049503305,0.116,9,0
2024-07-01 09:09:00,M01,0.733,0.506,65.62,12.88,0.204,0.077,0.049,0,0.8222000000000002,0.1658423950622996,0.668,0.6322000000000001,0.1664007211522835,0.608,67.63399999999999,5.921923673942437,61.76,12.813999999999998,1.8109472659357022,11.89,0.1814,0.05689288180431715,0.174,9,0
2024-07-01 09:10:00,M01,0.795,0.556,64.4,12.34,0.128,0.036,0.049,0,0.7614000000000001,0.06255637457525685,0.733,0.5589999999999999,0.03803945320322064,0.506,65.018,2.2121527976159214,65.62,12.164,0.9386319832607445,12.88,0.15399999999999997,0.035552777669262285,0.204,9,0
2024-07-01 09:11:00,M01,0.89,0.635,66.14,12.19,0.265,-0.083,0.049,0,0.7830000000000001,0.08578169968005907,0.795,0.5702,0.05132445810722226,0.556,65.154,2.266358312359266,64.4,12.464,0.4748999894714644,12.34,0.1774,0.06042185035233529,0.128,9,0
2024-07-01 09:12:00,M01,0.777,0.554,69.45,12.47,0.231,-0.007,0.05,0,0.7726000000000001,0.08187368319551677,0.89,0.5718,0.05049950494806868,0.635,65.474,2.7937752235997664,66.14,12.354,0.36486983980592,12.19,0.2004,0.05258611984164648,0.265,9,0
2024-07-01 09:13:00,M01,0.746,0.607,63.48,11.55,0.116,-0.028,0.05,0,0.7882000000000001,0.06197338138265374,0.777,0.5716,0.0503219633957183,0.554,65.81800000000001,2.2809690922938657,69.45,12.286,0.48490205196513414,12.47,0.1888,0.0648359468196463,0.231,9,0
2024-07-01 09:14:00,M01,1.321,0.877,81.11,15.52,0.332,0.172,0.05,1,0.9057999999999999,0.2382450419211277,0.746,0.6458,0.13375985944968694,0.607,68.91600000000001,7.187303388615204,63.48,12.813999999999998,1.5534252476382624,11.55,0.2144,0.0919418294357906,0.116,9,0
2024-07-01 09:15:00,M01,0.773,0.635,60.25,11.13,0.204,-0.007,0.05,0,0.9014000000000001,0.2409902487653803,1.321,0.6616000000000001,0.12487113357377679,0.877,68.086,8.029478812475919,81.11,12.572,1.7299479760963903,15.52,0.22960000000000003,0.0795317546644107,0.332,9,0
2024-07-01 09:16:00,M01,0.817,0.667,62.22,11.61,0.099,0.02,0.05,0,0.8868,0.2440454875632817,0.773,0.6679999999999999,0.12398386991863096,0.635,67.30199999999999,8.447483057100486,60.25,12.456,1.7806684138266722,11.13,0.1964,0.09433080090829297,0.204,9,0
2024-07-01 09:17:00,M01,0.719,0.603,64.83,11.33,0.085,0.062,0.05,0,0.8752000000000001,0.251823747887287,0.817,0.6778,0.11427685679961627,0.667,66.378,8.406364850516532,62.22,12.228,1.8500594585039682,11.61,0.16720000000000002,0.10312953020352608,0.099,9,0
2024-07-01 09:18:00,M01,0.836,0.602,69.09,12.29,0.225,-0.074,0.05,0,0.8932,0.24335406304395224,0.719,0.6768,0.1150704132259896,0.603,67.5,8.29653542148768,64.83,12.376,1.8114579763273553,11.33,0.189,0.10110143421336813,0.085,9,0
2024-07-01 09:19:00,M01,0.861,0.533,66.7,12.37,0.087,0.007,0.05,0,0.8012,0.05609991087336835,0.836,0.608,0.04973932046178348,0.602,64.61800000000001,3.507430683563108,69.09,11.746,0.5604284075597852,12.29,0.13999999999999999,0.06862215385719098,0.225,9,0
2024-07-01 09:20:00,M01,0.854,0.626,62.37,10.52,0.238,-0.07,0.05,0,0.8173999999999999,0.057596006806026716,0.861,0.6062000000000001,0.04866929216662179,0.533,65.042,2.927604823059277,66.7,11.623999999999999,0.7591969441455869,12.37,0.14679999999999999,0.07764148375707404,0.087,9,0
2024-07-01 09:21:00,M01,1.133,1.039,75.82,14.45,0.119,0.149,0.05,1,0.8806,0.15239849080617526,0.854,0.6805999999999999,0.2033575668619193,0.626,67.76200000000001,5.135491213116775,62.37,12.192,1.4729630002141927,10.52,0.1508,0.07503465865851588,0.238,9,0
2024-07-01 09:22:00,M01,0.779,0.659,63.52,12.3,0.1,0.014,0.05,0,0.8926000000000001,0.138192981008443,1.133,0.6918,0.19952117682090786,1.039,67.5,5.351350296887659,75.82,12.386,1.3927418999943944,14.45,0.1538,0.07198402600577433,0.119,9,0
2024-07-01 09:23:00,M01,0.767,0.602,64.39,12.01,0.167,-0.096,0.05,0,0.8788,0.14833138575500426,0.779,0.6918,0.19952117682090786,0.659,66.56,5.414651419990005,63.52,12.330000000000002,1.4031571544199872,12.3,0.1422,0.061560539308878635,0.1,9,0
2024-07-01 09:24:00,M01,0.854,0.6,62.32,12.16,0.223,-0.093,0.05,0,0.8774000000000001,0.14857422387480232,0.767,0.7051999999999999,0.18811352955064126,0.602,65.684,5.731381159895047,64.39,12.288,1.404802477218771,12.01,0.1694,0.06111710071657521,0.167,9,0
2024-07-01 09:25:00,M01,0.798,0.577,67.18,11.88,0.119,-0.107,0.05,0,0.8662000000000001,0.15282898939664516,0.854,0.6953999999999999,0.19444099362017256,0.6,66.646,5.431922311668288,62.32,12.56,1.0682462262980357,12.16,0.1456,0.04985779778530127,0.223,9,0
2024-07-01 09:26:00,M01,0.833,0.622,62.27,12.09,0.217,-0.028,0.049,0,0.8062000000000001,0.03656090808500054,0.798,0.612,0.030732718721258354,0.577,63.93599999999999,2.018026263456499,67.18,12.088,0.15770225109362615,11.88,0.1652,0.055706373064488744,0.119,9,0
2024-07-01 09:27:00,M01,0.718,0.658,64.24,12.07,0.207,0.071,0.049,0,0.7940000000000002,0.05394905003797432,0.833,0.6117999999999999,0.030351276744150044,0.622,64.08,2.0065766867977355,62.27,12.042,0.10521406750048731,12.09,0.1866,0.043644014480796814,0.217,9,0
2024-07-01 09:28:00,M01,0.77,0.54,67.82,12.2,0.207,0.01,0.049,0,0.7946000000000001,0.05358917801198165,0.718,0.5993999999999999,0.044651987637729866,0.658,64.76599999999999,2.628874283795267,64.24,12.080000000000002,0.12349089035227262,12.07,0.1946,0.04281121348431978,0.207,9,0
2024-07-01 09:29:00,M01,0.778,0.567,65.77,11.86,0.198,0.085,0.049,0,0.7794000000000001,0.042068990955332564,0.77,0.5928000000000001,0.04692227615962359,0.54,65.45599999999999,2.252138983277897,67.82,12.02,0.14577379737112248,12.2,0.18960000000000002,0.04003498470088383,0.207,9,0
2024-07-01 09:30:00,M01,0.771,0.667,62.21,11.99,0.12,0.042,0.049,0,0.7740000000000001,0.040798284277648866,0.778,0.6108,0.05577364969230524,0.567,64.462,2.3933595634588865,65.77,12.041999999999998,0.1263724653553817,11.86,0.1898,0.03959419149319762,0.198,9,0
2024-07-01 09:31:00,M01,0.843,0.679,63.35,11.9,0.18,-0.045,0.048,0,0.776,0.04449157223564763,0.771,0.6222,0.06387252930642393,0.667,64.678,2.18581106228331,62.21,12.004000000000001,0.13649175799291727,11.99,0.18239999999999998,0.03658278283564553,0.12,9,0
2024-07-01 09:32:00,M01,0.827,0.62,65.77,11.75,0.126,-0.055,0.048,0,0.7978000000000001,0.034564432586111624,0.843,0.6146,0.06073137574598473,0.679,64.984,2.2160505409399054,63.35,11.940000000000001,0.16896745248714906,11.9,0.1662,0.040671857592197554,0.18,9,0
2024-07-01 09:33:00,M01,0.769,0.629,64.85,12.46,0.21,0.123,0.048,0,0.7976000000000001,0.03476780119593207,0.827,0.6324,0.044190496715922845,0.62,64.39,1.5695859326587167,65.77,11.992,0.2754450943473075,11.75,0.1668,0.041439111959596785,0.126,9,0
